id,name,trigger_type,delay,condition,effect_type,effect_params,times,open,status
2,name,1,0,"","[10]","[[[0,0],1018,1730]]",1,1,1
4,name,1,0,"","[9,18]","[[[495,323],0,9],[0]]",1,1,1
6,name,4,0,"[2,0]","[7]","[[3401002]]",1,1,1
29,name,6,500,"[1,10]","[11]","[[12003,0,0,0,0,36]]",1,1,1
36,name,5,0,"","[11]","[[12004,0,0,0,0,38]]",1,0,1
38,name,5,0,"","[11]","[[12005,0,0,0,0,7]]",1,0,1
7,name,5,0,"","[5]","[[0]]",1,0,1
8,name,6,0,"[0,0]","[6]","[[0]]",1,1,1
5,name,1,0,"","[1]","[[[3301102,[7,6],[7,6],1],[3301102,[4,8],[4,8],2],[3303102,[6,11],[6,11],3],[3301102,[5,19],[5,19],4],[3303102,[3,22],[3,22],5],[3303102,[7,24],[7,24],6],[3301102,[4,11],[4,11],7],[3303102,[7,8],[7,8],8],[3301102,[4,24],[4,24],9],[3303102,[9,21],[9,21],10]]]",1,1,1
15,name,1,0,"","[9,4]","[[[495,1290],5000,9],[19,1]]",1,1,1
19,name,5,5000,"","[9,4]","[[[495,1290],2000,9],[22,1]]",1,0,1
22,name,5,1900,"","[11]","[[12001,0,0,0,0,25]]",1,0,1
25,name,5,0,"","[11]","[[12002,0,0,0,0,27]]",1,0,1
27,name,5,0,"","[9,4]","[[[495,323],4000,9],[51,1]]",1,0,1
51,name,5,4000,"","[19]","[[0]]",1,0,1
31,name,1,0,"","[10]","[[[0,0],1018,1730]]",1,1,2
33,name,1,0,"","[9]","[[[495,323],0,9]]",1,1,2
40,name,6,0,"[1,10]","[5]","[[0]]",1,1,2
42,name,6,0,"[0,0]","[6]","[[0]]",1,1,2
44,name,1,0,"","[1]","[[[3301102,[7,6],[7,6],1],[3301102,[4,8],[4,8],2],[3303102,[6,11],[6,11],3],[3301102,[5,19],[5,19],4],[3303102,[3,22],[3,22],5],[3303102,[7,24],[7,24],6],[3301102,[4,11],[4,11],7],[3303102,[7,8],[7,8],8],[3301102,[4,24],[4,24],9],[3303102,[9,21],[9,21],10]]]",1,1,2
