id,name,trigger_type,delay,condition,effect_type,effect_params,times,open,status
2,name,1,0,"","[10,9,18,4,4,4,12,12,12,12,12]","[[[0,0],1371,981],[[141,241],0,1],[0],[3,1],[9,1],[10,1],[""zhengchangwujian"",1,1,1,1,500,[810,817]],[""zhengchangwujian"",2,1,1,1,500,[1078,584]],[""zhengchangwujian"",3,1,1,1,500,[494,292]],[""zhengchangwujian"",4,1,1,1,500,[178,469]],[""zhengchangwujian"",5,1,1,1,500,[314,762]]]",1,1,0
3,name,5,0,"","[4,4,4,4,4]","[[4,1],[5,1],[6,1],[7,1],[8,1]]",1,0,0
4,name,5,1500,"","[1]","[[[3326001,[8,13],[8,13],1]]]",1,0,0
5,name,5,2500,"","[1]","[[[3325001,[11,10],[11,10],2]]]",1,0,0
6,name,5,3500,"","[1]","[[[3325001,[6,6],[6,6],3]]]",1,0,0
7,name,5,4500,"","[1]","[[[3325001,[3,8],[3,8],4]]]",1,0,0
8,name,5,5500,"","[1]","[[[3321002,[4,12],[4,12],5]]]",1,0,0
9,name,5,10,"","[9]","[[[141,241],5500,1]]",1,0,0
10,name,5,5510,"","[11]","[[41001,0,0,0,0,11]]",1,0,0
11,name,5,0,"","[19,4,4,4]","[[0],[12,1],[13,1],[14,1]]",1,0,0
12,name,5,15000,"","[1]","[[[3321002,[8,13],[8,13],6],[3321002,[11,10],[11,10],7],[3321002,[6,6],[6,6],8],[3321002,[3,8],[3,8],9],[3326001,[4,12],[4,12],10]]]",1,0,0
13,name,5,30000,"","[1]","[[[3322002,[8,13],[8,13],11],[3322002,[11,10],[11,10],12],[3322002,[6,6],[6,6],13],[3322002,[3,8],[3,8],14],[3325001,[4,12],[4,12],15]]]",1,0,0
14,name,5,45000,"","[1]","[[[3325001,[8,13],[8,13],16],[3326001,[11,10],[11,10],17],[3326001,[6,6],[6,6],18],[3325001,[3,8],[3,8],19],[3321002,[4,12],[4,12],20]]]",1,0,0
15,name,6,0,"[1,20]","[11]","[[41002,0,0,0,0,16]]",1,1,0
16,name,5,0,"","[5]","[[0]]",1,0,0
17,name,4,0,"[2,0]","[7]","[[3401025]]",1,1,0
18,name,6,0,"[0,1]","[6]","[[0]]",1,1,0
