id,name,trigger_type,delay,condition,effect_type,effect_params,times,open,status
42,name,1,0,"","[10]","[[[64,58],1270,1025]]",1,1,0
43,name,1,0,"","[9,12,4]","[[[666,874],0,4],[""stone"",1000,1,1,1,500,[1230,758]],[44,1]]",1,1,0
44,name,5,10,"","[11,18]","[[13001,0,0,0,0,45],[0]]",1,0,0
45,name,5,0,"","[9,4]","[[[204,58],1500,1],[46,1]]",1,0,0
46,name,5,1500,"","[9,4]","[[[204,58],2000,1],[47,1]]",1,0,0
47,name,5,2000,"","[11]","[[13002,0,0,0,0,48]]",1,0,0
48,name,5,0,"","[4,4,4,4,4,4,4,4,4]","[[49,1],[50,1],[51,1],[52,1],[53,1],[54,1],[55,1],[56,1],[58,1]]",1,0,0
49,name,5,0,"","[9]","[[[200,975],1500,3]]",1,0,0
50,name,5,1500,"","[1]","[[[3305201,[7,12],[7,12],1]]]",1,0,0
51,name,5,1500,"","[9]","[[[307,197],1500,1]]",1,0,0
52,name,5,3000,"","[1]","[[[3305201,[12,8],[12,8],2]]]",1,0,0
53,name,5,3000,"","[9]","[[[204,82],1500,1]]",1,0,0
54,name,5,4500,"","[1]","[[[3305201,[7,4],[7,4],3]]]",1,0,0
55,name,5,4500,"","[9]","[[[78,120],1500,1]]",1,0,0
56,name,5,6000,"","[1]","[[[3305201,[3,8],[3,8],4]]]",1,0,0
58,name,5,6000,"","[11]","[[13003,0,0,0,0,89]]",1,0,0
89,name,5,0,"","[19,4,4,4]","[[0],[92,1],[94,1],[95,1]]",1,0,0
92,name,5,15000,"","[1]","[[[3305201,[6,12],[6,12],5],[3305201,[12,8],[12,8],6],[3307101,[5,5],[5,5],7]]]",1,0,0
94,name,5,30000,"","[1]","[[[3305201,[3,9],[3,9],8],[3307101,[11,11],[11,11],9],[3307101,[9,4],[9,4],10]]]",1,0,0
95,name,5,45000,"","[1]","[[[3307101,[8,12],[8,12],11],[3307101,[4,6],[4,6],12],[3307101,[11,9],[11,9],13]]]",1,0,0
91,name,6,0,"[1,13]","[4,4,4,4,4,4,4,4,4,18]","[[96,1],[97,1],[98,1],[99,1],[100,1],[114,1],[115,1],[116,1],[117,1],[0]]",1,1,0
96,name,5,0,"","[9]","[[[200,975],1500,3]]",1,0,0
97,name,5,1500,"","[1]","[[[3305201,[7,12],[7,12],14]]]",1,0,0
98,name,5,1500,"","[9]","[[[307,197],1500,1]]",1,0,0
99,name,5,3000,"","[1]","[[[3305201,[12,8],[12,8],15]]]",1,0,0
100,name,5,3000,"","[9]","[[[204,82],1500,1]]",1,0,0
114,name,5,4500,"","[1]","[[[3305201,[7,4],[7,4],16]]]",1,0,0
115,name,5,4500,"","[9]","[[[78,120],1500,1]]",1,0,0
116,name,5,6000,"","[1]","[[[3305201,[3,8],[3,8],17]]]",1,0,0
117,name,5,6000,"","[11]","[[13004,0,0,0,0,118]]",1,0,0
118,name,5,0,"","[4,11,4,10]","[[187,1],[1000000,1,0,0,0,119],[42,0],[[64,58],1393,1069]]",1,0,0
187,name,5,2100,"","[13]","[[1000,1,500]]",1,0,0
119,name,5,0,"","[9,4,4]","[[[915,747],2500,9],[147,1],[188,1]]",1,0,0
147,name,5,2500,"","[9]","[[[915,747],2000,9]]",1,0,0
188,name,5,4500,"","[4]","[[148,1]]",1,0,0
148,name,5,0,"","[11]","[[13005,0,0,0,0,149]]",1,0,0
149,name,5,0,"","[5]","[[0]]",1,0,0
156,name,6,0,"[0,1]","[6]","[[0]]",1,1,0
158,name,4,0,"[2,0]","[7]","[[3401003]]",1,1,0
189,name,1,0,"","[]","[]",1,1,0
190,name,1,0,"","[]","[]",1,1,0
